annee_numero_de_tirage;jour_de_tirage;date_de_tirage;num�ro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million
20233067;MARDI   ;22/08/2023;6;22/10/2023;23;9;40;2;32;6;7;-2-9-23-32-40-;-6-7-;0;0;0;0;7;82102,9;0;5;26864,3;8;35;1195,3;163;808;95,3;324;1472;55,3;305;1625;35,2;4653;20111;14,2;7507;31518;10,1;13907;64403;9,2;25940;109273;6,5;107969;447873;5;197285;885697;4,1;0;0;5;468;71;18,3;141;9,2;2096;1,5;3423;2,5;12054;3,3;20125;9,4;49669;2,1;434671;2,1;JT 636 1851;
20233066;VENDREDI;18/08/2023;5;18/10/2023;47;25;23;30;44;9;12;-23-25-30-44-47-;-9-12-;0;0;0;1;5;141503,9;0;4;41339,7;4;34;1514,8;110;644;147,3;214;1238;81;288;1459;48,3;3352;18387;19,1;5574;29658;13,2;14140;72652;10;18126;98111;9;87269;453505;6,1;227689;1138029;3,9;1;1402,9;2;561,1;63;22,2;103;13,6;1729;2;2685;3,5;9092;4,8;15303;13,3;41441;2,7;384837;2,6;HZ 033 3032;
20233065;MARDI   ;15/08/2023;4;15/10/2023;3;32;5;43;9;6;10;-3-5-9-32-43-;-6-10-;0;0;0;1;4;122572,4;0;2;57294,4;1;17;2099,5;91;448;146,7;226;1109;62,6;222;1137;42,9;3241;15560;15,6;4743;22553;12;11914;58173;8,7;16705;81329;7,5;72114;333639;5,7;176238;843678;3,6;0;0;0;0;41;68;112;8,9;1622;1,5;2243;2,9;8014;3,9;13488;10,7;34252;2,4;281100;2,5;AF 362 0161;
20233064;VENDREDI;11/08/2023;3;11/10/2023;10;13;34;4;6;3;5;-4-6-10-13-34-;-3-5-;0;0;0;1;3;219719,2;1;7;22007,9;19;59;813,2;257;887;99,6;583;2513;37,1;505;1871;35;7513;33401;9,8;9989;41304;8,8;20591;82076;8,3;36027;168411;4,9;126113;561320;4,6;255516;1104392;3,7;0;0;7;355,6;122;11,3;270;5,1;3247;1;4562;2;15790;2,7;23034;8,7;56660;2;407666;2,4;SR 455 8629;
20233063;MARDI   ;08/08/2023;2;08/10/2023;40;8;33;9;35;6;3;-8-9-33-35-40-;-3-6-;0;0;0;0;2;245845,5;0;2;57458,1;3;23;1556,2;89;440;149,8;232;1141;61;165;987;49,6;4387;19202;12,7;4112;21226;12,8;8904;45557;11,1;26018;109652;5,6;72204;349370;5,5;148425;728739;4,2;0;0;1;1883,7;49;21,3;107;9,7;2055;1,2;1960;3,5;12207;2,7;20061;7,6;34277;2,5;325268;2,3;ML 851 3453;
20233062;VENDREDI;04/08/2023;1;04/10/2023;15;31;48;20;44;1;3;-15-20-31-44-48-;-1-3-;0;0;0;2;4;159371,2;0;9;16554,5;8;28;1657,3;117;636;134,4;234;1303;69,3;229;1369;46,3;4192;19841;16;5630;27388;12,9;12099;61041;10,8;23968;112585;7;89447;418775;6;192928;921973;4,3;1;1357,8;3;362;52;26,1;99;13,7;1956;1,7;2652;3,4;11056;3,8;18944;10,4;42157;2,6;417842;2,3;UQ 314 6381;
20233061;MARDI   ;01/08/2023;6;01/10/2023;35;27;25;45;40;7;11;-25-27-35-40-45-;-7-11-;0;1;72144196;0;2;293061,6;0;3;45662,2;8;51;836,6;106;597;131,6;275;1279;64,9;252;1216;48;3810;18880;15,4;5097;25530;12,7;11300;58000;10,4;23353;109013;6,7;80291;380992;6;171200;824731;4,5;0;0;3;759,8;56;22,6;128;9,8;1786;1,7;2470;3,4;11173;3,5;19555;9,4;37734;2,7;403253;2,2;ID 607 7223;
20233060;VENDREDI;28/07/2023;5;27/09/2023;38;7;34;32;33;9;6;-7-32-33-34-38-;-6-9-;0;0;0;0;0;0;2;8;110849,1;5;25;2093;114;604;159,5;264;1588;64,1;245;1452;49,3;5018;26395;13,5;5662;30296;13,1;12366;66535;11,1;30204;150228;5,9;95369;483808;5,8;206818;1060382;4,3;0;0;2;1306,7;63;23;119;12,2;2261;1,6;2752;3,5;13502;3,3;24206;8,7;44170;2,7;444495;2,3;UP 999 1591;
20233059;MARDI   ;25/07/2023;4;24/09/2023;11;7;27;5;37;12;6;-5-7-11-27-37-;-6-12-;0;0;0;0;5;104441,7;2;15;8136,5;7;24;1583,9;166;682;102,6;333;1291;57,3;529;2353;22,1;3696;16128;16,1;6778;30007;9,6;21143;93361;5,7;17228;79211;8,2;83190;378064;5,4;236908;1066813;3,1;0;0;4;477,3;85;12,4;177;5,9;1865;1,4;3230;2,2;8461;3,9;13236;11,7;38591;2,2;272260;2,8;KO 197 6486;
20233058;VENDREDI;21/07/2023;3;20/09/2023;7;35;33;36;31;10;7;-7-31-33-35-36-;-7-10-;0;0;0;0;4;164674,3;0;4;38487,1;7;23;2084,8;91;593;148,9;273;1378;67,7;239;1297;50,5;4761;21089;15,5;5360;27088;13,5;11375;58941;11,5;28381;118614;6,9;94495;449586;5,7;190510;947756;4,4;0;0;3;823,3;39;35,1;134;10,2;2307;1,4;2560;3,5;13648;3,1;21771;9,2;44104;2,5;424565;2,3;PL 062 9336;
20233057;MARDI   ;18/07/2023;2;17/09/2023;34;35;12;4;45;9;1;-4-12-34-35-45-;-1-9-;0;0;0;1;2;243239,5;2;6;18949,6;4;26;1362;87;406;160,6;229;1059;65,1;192;1005;48,2;3517;15657;15,4;4090;19519;13,8;9974;46764;10,7;19592;87899;6,9;64593;303565;6,3;157297;723488;4,2;0;0;1;1860,4;50;20,6;102;10,1;1605;1,6;1931;3,5;8935;3,6;15125;9,9;30252;2,8;296578;2,5;HM 567 0342;
20233056;VENDREDI;14/07/2023;1;13/09/2023;5;29;48;8;35;5;6;-5-8-29-35-48-;-5-6-;0;0;0;0;2;309646;0;6;24123,1;4;28;1610;142;651;127,5;305;1413;62,1;285;1350;45,6;4423;21537;14,3;6505;30850;11,1;12532;60425;10,6;22267;113533;6,8;101456;470633;5,1;195396;919464;4,2;0;0;3;762;61;20,8;139;9,1;1974;1,6;2896;2,9;10173;3,9;15904;11,6;45697;2,2;391062;2,3;GZ 094 7622;
20233055;MARDI   ;11/07/2023;6;10/09/2023;48;28;2;11;42;4;9;-2-11-28-42-48-;-4-9-;0;2;36621161;0;3;195184,2;2;6;22808,8;7;43;991,3;118;568;138,2;340;1662;49,9;305;1298;44,9;5380;24767;11,7;6291;27258;11,9;14590;61942;9,7;28752;131874;5,5;93507;407310;5,6;213613;916501;4;0;0;5;455,4;50;25,3;163;7,7;2350;1,3;2913;2,9;12592;3,1;20889;8,8;42125;2,4;361886;2,5;WK 386 6791;
20233054;VENDREDI;07/07/2023;5;06/09/2023;2;12;19;11;38;8;4;-2-11-12-19-38-;-4-8-;0;0;0;0;1;731833,6;1;6;28506,9;16;50;1065,5;244;926;105,9;591;2466;42;517;2115;34,4;7713;33617;10,8;10470;42976;9,4;24237;95953;7,8;35645;165314;5,5;135007;586538;4,9;299579;1288917;3,6;0;0;5;542;101;14,9;230;6,5;3289;1,1;4609;2,1;15268;3,1;22505;9,7;60438;2;410833;2,6;FL 752 1530;
20233053;MARDI   ;04/07/2023;4;03/09/2023;23;36;44;17;14;8;2;-14-17-23-36-44-;-2-8-;0;0;0;0;2;272715,7;1;10;12747,6;11;58;684,5;159;719;101,7;527;2739;28,2;325;1611;33,7;6362;30195;8,9;6528;31605;9,5;13950;66346;8,5;28157;132533;5,1;88020;421101;5,1;183862;891791;3,8;0;0;5;399;86;12,8;239;4,6;2843;0,9;3029;2,4;12670;2,7;20403;7,9;40446;2,2;324642;2,4;EP 606 9951;
20233052;VENDREDI;30/06/2023;3;30/08/2023;29;25;6;36;1;10;7;-1-6-25-29-36-;-7-10-;0;0;0;0;3;225928,1;2;6;26401,5;10;31;1591,6;127;646;140,6;360;1428;67,2;302;1474;45,8;4932;21588;15,6;6665;31013;12,1;14766;70921;9,8;26885;116296;7,3;103021;470703;5,6;224145;1064851;4;0;0;6;410,9;62;22;170;8;2448;1,3;3078;2,9;12910;3,3;21982;9;47884;2,3;420164;2,3;DF 321 7979;
20233051;MARDI   ;27/06/2023;2;27/08/2023;27;22;44;17;23;7;1;-17-22-23-27-44-;-1-7-;0;0;0;1;2;244467,6;1;6;19045,3;7;33;1078,5;170;763;85,9;382;1602;43,2;411;1648;29,5;5343;22649;10,7;6981;31074;8,7;14899;68314;7,4;25025;103274;5,9;91977;417505;4,6;186635;882869;3,5;0;0;6;301,2;67;14,9;153;6,5;2390;1;3054;2,2;11122;2,8;16154;9;41044;2;291207;2,5;VU 548 9313;
20233050;VENDREDI;23/06/2023;1;23/08/2023;11;3;33;46;1;10;11;-1-3-11-33-46-;-10-11-;0;0;0;0;2;318086,9;1;1;148684,3;4;23;2013,5;125;622;137,1;220;1242;72,6;385;1683;37,6;3463;17629;17,9;5948;28315;12,4;17060;76547;8,5;18102;91328;8,7;85417;400175;6,2;246087;1100172;3,6;0;0;3;801,8;72;18,5;123;10,8;1777;1,8;2957;3;9403;4,4;14569;13,3;41942;2,6;347207;2,7;NT 848 3077;
20233049;MARDI   ;20/06/2023;5;20/08/2023;35;28;11;32;17;6;5;-11-17-28-32-35-;-5-6-;0;1;64343648;2;5;111169;0;3;43303,3;8;28;1445,1;177;808;92,2;273;1427;55,2;344;1595;34,7;4012;19914;13,9;6789;32401;9,5;13519;64230;8,9;20502;101300;6,8;96034;445356;4,9;189157;892025;3,9;2;568;3;302,9;73;15,5;132;8,6;1700;1,6;3026;2,5;9072;3,9;14399;11,5;42293;2,2;346954;2,3;QQ 390 9739;
20233048;VENDREDI;16/06/2023;4;16/08/2023;34;7;41;26;44;9;11;-7-26-34-41-44-;-9-11-;0;0;0;0;2;357495,2;0;0;0;7;30;7305,1;129;725;132,2;284;1422;71,2;351;1660;42,9;3981;20597;17,2;6543;32355;12,2;15373;73053;10,1;21990;112220;7,9;97634;474646;5,9;234587;1090118;4,1;0;0;6;449;59;25,3;131;11,4;1887;1,9;3073;3,2;10567;4,4;17926;12,1;45898;2,6;426568;2,5;WK 325 7642;
20233047;MARDI   ;13/06/2023;3;13/08/2023;15;16;21;50;41;5;6;-15-16-21-41-50-;-5-6-;0;0;0;1;2;260975,4;1;4;30497,1;5;24;1583,1;88;431;162,3;225;1137;65;187;1003;51,8;3377;17324;15;4510;23096;12,5;9485;47792;11,2;19671;94572;6,9;76874;370621;5,5;156224;754062;4,3;0;0;2;1007,3;44;25,4;93;12;1583;1,7;2107;3,5;8702;4;15663;10,4;34940;2,6;357880;2,2;KC 639 8760;
20233046;VENDREDI;09/06/2023;2;09/08/2023;18;26;36;50;41;11;12;-18-26-36-41-50-;-11-12-;0;0;0;0;0;0;1;6;139523,4;5;27;1829,4;90;491;185,3;197;1106;86,9;246;1246;54,2;3326;16897;20;4739;24280;15,5;12635;61820;11,3;17769;90562;9,3;74608;368537;7,2;208662;984666;4,3;0;0;1;2649,6;55;26,7;109;13,5;1744;2,1;2428;4;9183;5;15082;14,2;37312;3,2;382394;2,7;RA 701 3921;
20233045;MARDI   ;06/06/2023;1;06/08/2023;21;13;39;32;50;10;2;-13-21-32-39-50-;-2-10-;0;0;0;0;2;248559,5;3;10;11618,4;2;13;2783,7;97;483;138;216;1069;65,9;209;1277;38,7;3241;15267;16,2;4283;21545;12,8;10407;53210;9,6;18534;81443;7,6;66537;323130;6;159839;788725;4;0;0;2;970,9;47;22,9;105;10,2;1563;1,7;2108;3,4;9064;3,7;16026;9,8;32121;2,7;317184;2,4;RL 043 9910;
20233044;VENDREDI;02/06/2023;Super Jackpot et tirages suivants;02/08/2023;25;3;15;43;12;10;11;-3-12-15-25-43-;-10-11-;0;1;130000000;1;7;172851,1;4;19;14883,5;10;43;2048,4;379;1432;113,3;541;2355;72,8;1080;4021;29,9;7470;33967;17,7;14416;58189;11,5;41405;163451;7,6;38544;176285;8,5;193293;805125;5,9;544860;2190204;3,5;0;0;3;1633,9;144;18,9;268;10,1;3599;1,8;6531;2,7;18486;4,6;30374;13;89591;2,5;721852;2,7;NG 971 7608;
20233043;MARDI   ;30/05/2023;7;30/07/2023;27;47;33;29;32;8;2;-27-29-32-33-47-;-2-8-;0;0;0;2;5;117606,7;0;5;27486,6;7;25;1712,2;102;504;156,4;249;1423;58,5;205;1059;55,3;4637;23583;12,4;4674;24707;13,2;10544;55123;11;29102;137171;5,3;77421;390205;5,9;171654;869044;4,3;1;1162,8;4;232,5;52;22,3;118;9,8;2040;1,4;2093;3,7;12751;2,8;22875;7,4;34427;2,7;355101;2,3;KW 464 0380;
20233042;VENDREDI;26/05/2023;6;26/07/2023;38;25;15;37;41;1;7;-15-25-37-38-41-;-1-7-;0;0;0;0;4;190665;0;3;59415,4;6;31;1790,9;114;733;139,5;304;1525;70,8;277;1524;49,8;5238;24475;15,5;6468;33279;12,7;13158;72955;10,8;32927;142592;6,7;99192;499263;6;210250;1098037;4,4;0;0;3;901,3;59;25,4;163;9,2;2345;1,6;2975;3,3;14423;3,2;27207;8;44764;2,7;488922;2,2;KT 917 3074;
20233041;MARDI   ;23/05/2023;5;23/07/2023;34;5;14;6;23;11;2;-5-6-14-23-34-;-2-11-;0;0;0;0;3;187039;2;7;18734,6;9;38;1074,9;137;710;105,9;270;1377;57,7;411;1826;30,6;4145;19268;14,5;6702;30860;10,1;16662;74395;7,8;20663;98805;7,1;89266;417707;5,3;218637;992176;3,5;0;0;4;506,6;61;18,4;134;8,4;1951;1,4;3000;2,5;9702;3,6;15227;10,7;40488;2,2;304677;2,6;BQ 269 5299;
20233040;VENDREDI;19/05/2023;4;19/07/2023;41;27;34;49;18;3;9;-18-27-34-41-49-;-3-9-;0;0;0;1;3;239206,3;3;10;16771,9;12;44;1187,2;188;854;112,6;492;2169;46,9;382;1724;41,4;6495;30151;11,8;7283;34696;11,4;14919;70468;10,5;35329;164870;5,4;100849;491058;5,7;210339;1016739;4,4;0;0;4;645,6;82;17,4;210;6,8;2885;1,2;3226;2,9;15428;2,9;28180;7,4;45550;2,5;456174;2,2;KL 890 9887;
20233039;MARDI   ;16/05/2023;3;16/07/2023;14;6;9;4;37;4;11;-4-6-9-14-37-;-4-11-;0;0;0;0;1;539367,9;1;7;18008,4;3;24;1636;163;619;116,8;279;1249;61,2;348;1378;38,9;3748;17659;15,2;6912;28842;10,3;15797;65918;8,4;18534;90548;7,4;88360;392797;5,4;213422;921483;3,7;0;0;3;680,4;80;14,1;139;8,1;1794;1,5;3191;2,3;8887;4;13398;12,3;40749;2,2;299762;2,7;LB 512 4777;
20233038;VENDREDI;12/05/2023;2;12/07/2023;9;44;13;39;10;6;4;-9-10-13-39-44-;-4-6-;0;0;0;2;3;234925,9;2;8;20589,7;9;36;1425,1;149;676;139,8;483;1824;54,7;322;1446;48,5;8022;30108;11,6;7929;34193;11,4;17629;76574;9,5;41436;158399;5,5;124602;530715;5,2;275973;1183027;3,7;1;1519,9;5;243,1;65;23,3;210;7,2;3455;1;3576;2,8;17875;2,6;25550;8,6;56190;2,2;425514;2,5;RI 034 8136;
20233037;MARDI   ;09/05/2023;1;09/07/2023;21;28;13;17;46;9;7;-13-17-21-28-46-;-7-9-;0;0;0;0;0;0;0;5;126107,9;8;42;885,8;166;851;80,5;509;2057;35,2;337;1477;34,4;6155;25727;9,8;8001;35739;7,9;14540;64835;8,1;28585;120240;5,3;100436;455562;4,4;185969;859732;3,7;0;0;3;639,2;89;11,9;228;4,6;2773;0,9;3592;1,9;12828;2,6;19269;8;45305;1,9;325311;2,3;SZ 660 9457;
20233036;VENDREDI;05/05/2023;12;05/07/2023;34;8;49;18;3;3;7;-3-8-18-34-49-;-3-7-;1;3;53041075;0;7;157711;1;9;28668,6;13;69;1164,7;309;1270;116,5;1045;4046;38,6;567;2521;43,6;15501;60931;9;14040;57893;10,5;25799;113767;10;80881;325394;4,2;203879;837510;5,2;383065;1672707;4,1;0;0;4;1067,1;129;18,3;433;5,4;6569;0,9;6221;2,5;33729;2,2;50970;6,7;89597;2,1;748988;2,3;SR 029 2197;
20233035;MARDI   ;02/05/2023;11;02/07/2023;48;44;32;7;47;8;7;-7-32-44-47-48-;-7-8-;0;0;0;0;2;383454,1;3;6;29873,1;8;27;2067,7;170;759;135,4;392;1705;63,7;253;1469;52;5403;24471;15,6;7902;37168;11,4;14938;72324;10,9;29624;132698;7,2;121097;553646;5,4;226618;1069150;4,5;0;0;6;469,9;74;21,1;180;8,7;2346;1,6;3493;3;12799;3,8;21676;10,5;52831;2,4;521211;2,1;BY 030 2805;
20233034;VENDREDI;28/04/2023;10;28/06/2023;34;23;11;13;16;1;10;-11-13-16-23-34-;-1-10-;0;0;0;1;1;982720,1;3;14;16405,5;11;49;1459,9;229;1194;110,3;422;2040;68,2;727;3272;29,9;6275;29204;16,7;11069;51296;10,6;29668;140130;7,2;31157;147338;8,3;151395;697582;5,5;403429;1866740;3,3;0;0;2;1736,7;89;21,6;190;10,1;2946;1,6;4871;2,6;14646;4,1;22864;12,3;66854;2,3;501286;2,7;QG 416 7056;
20233033;MARDI   ;25/04/2023;9;25/06/2023;29;45;40;10;30;12;1;-10-29-30-40-45-;-1-12-;0;0;0;0;1;717775,8;2;5;33551,2;6;40;1306,2;111;648;148,5;328;1717;59,2;317;1695;42,1;3949;19750;18,1;6100;31233;12,7;15706;79582;9,3;22554;108657;8,2;85521;418973;6,7;230914;1119406;4;0;0;3;830,4;48;28,8;146;9,4;1863;1,8;2744;3,3;10431;4,1;18127;11,1;38776;2,9;358063;2,8;TY 132 5543;
20233032;VENDREDI;21/04/2023;8;21/06/2023;18;8;7;42;33;8;2;-7-8-18-33-42-;-2-8-;0;0;0;1;3;318105,8;3;13;17156,9;16;75;926,2;264;1279;100;791;3538;38,2;604;2747;34,6;10301;47595;9,9;11664;54053;9,8;23730;113805;8,6;50396;234770;5;156438;745626;5;331882;1600549;3,7;0;0;7;459,1;127;14;326;5,4;4273;1;5038;2,3;21249;2,6;30362;8,5;67774;2,1;499731;2,5;IK 847 8978;
20233031;MARDI   ;18/04/2023;7;18/06/2023;37;21;17;35;23;11;10;-17-21-23-35-37-;-10-11-;0;0;0;0;4;150414,5;0;6;23436,2;9;37;1183,7;148;645;125;218;1083;78,7;341;1682;35,6;3026;16568;18;5866;29365;11,3;15842;79242;7,8;15806;84684;8,9;80655;402950;5,8;221886;1089552;3,5;0;0;6;356,8;78;15,2;118;10;1430;2;2774;2,8;7653;4,8;12700;13,6;37498;2,6;311494;2,7;BP 573 2097;
20233030;VENDREDI;14/04/2023;6;14/06/2023;44;4;37;49;11;7;6;-4-11-37-44-49-;-6-7-;0;0;0;1;2;383595,6;0;7;25615;8;30;1861,6;194;867;118,6;347;1645;66,1;336;1677;45,5;5603;25265;15,1;8677;37902;11,2;16095;77447;10,2;31505;141622;6,7;128312;560348;5,4;237329;1123822;4,3;0;0;3;943,3;88;17,8;146;10,7;2500;1,5;3896;2,7;14128;3,5;24055;9,5;57649;2,2;532681;2,1;BP 590 6741;
20233029;MARDI   ;11/04/2023;5;11/06/2023;19;16;14;29;10;2;10;-10-14-16-19-29-;-2-10-;0;0;0;1;2;269932,1;1;10;12617,5;13;33;1190,9;174;790;91,6;325;1498;51;455;1874;28,6;4448;19088;14;7291;31615;9,4;16938;74016;7,5;21507;94853;7,1;92481;409669;5,2;217196;975578;3,5;0;0;4;490,8;63;17,3;150;7,2;2095;1,3;3321;2,2;10304;3,3;14898;10,6;41836;2,1;292861;2,7;QB 155 9413;
20233028;VENDREDI;07/04/2023;4;07/06/2023;26;28;46;5;36;12;6;-5-26-28-36-46-;-6-12-;0;0;0;1;2;352535,1;1;6;27464,4;9;33;1555,3;158;664;142,3;337;1641;60,9;335;1594;44;4474;19377;18,1;6698;30798;12,7;15909;71565;10,1;24797;105720;8,3;95664;429199;6,4;243971;1083158;4,1;1;1529,8;4;305,9;79;19,3;172;8,8;2211;1,7;3188;3,2;12179;3,9;20799;10,7;45306;2,7;421201;2,6;TM 201 9996;
20233027;MARDI   ;04/04/2023;3;04/06/2023;50;33;16;31;10;3;8;-10-16-31-33-50-;-3-8-;0;0;0;0;2;264328,7;2;5;24711,1;2;16;2405,2;102;475;149,2;283;1348;55,5;216;1112;47,3;4318;22024;11,9;4935;24416;12;10652;51848;10,5;24984;123299;5,3;78805;374844;5,5;165220;785097;4,2;0;0;0;0;47;66;120;9,2;1892;1,4;2281;3,2;11097;3,1;19699;8,2;36088;2,5;350786;2,2;BT 280 0928;
20233026;VENDREDI;31/03/2023;2;31/05/2023;28;34;47;16;18;10;5;-16-18-28-34-47-;-5-10-;0;0;0;1;2;346909,7;0;3;54052,3;6;27;1870,6;126;676;137,6;288;1514;64,9;314;1501;46;4517;22272;15,5;6375;31227;12,3;15018;70706;10,1;24368;119432;7,2;98056;463717;5,9;228962;1058817;4,1;1;1455,4;4;291;62;23,4;154;9,4;2108;1,7;3009;3,2;11648;3,9;20077;10,5;45285;2,6;419264;2,5;VQ 025 4030;
20233025;MARDI   ;28/03/2023;1;28/05/2023;21;16;34;36;44;9;10;-16-21-34-36-44-;-9-10-;0;0;0;0;1;482807,5;0;4;28210;6;19;1849,8;102;473;136,8;137;779;87,8;204;1050;45,8;2159;11497;20,9;3918;20191;13,2;9231;47747;10,4;12273;63320;9,5;60737;304758;6,2;142868;713672;4,3;0;0;1;1795,2;53;18,8;64;15,5;1055;2,3;1849;3,6;6041;5,2;10550;13,8;28464;2,8;294717;2,4;KX 475 0920;
20233024;VENDREDI;24/03/2023;5;24/05/2023;36;25;5;46;12;10;6;-5-12-25-36-46-;-6-10-;0;1;66287741;1;6;126453,8;2;7;25332,2;8;34;1624,4;193;864;117,7;354;1710;62,8;383;1896;39,8;4919;24195;15,6;7688;34942;12;18889;85287;9,2;26138;125436;7,5;112533;506644;5,9;269769;1225880;3,9;0;0;3;926,4;89;17,3;170;9;2350;1,6;3489;2,9;12198;3,9;20484;11;51426;2,4;439826;2,5;CY 773 8015;
20233023;MARDI   ;21/03/2023;4;21/05/2023;29;1;9;32;20;3;2;-1-9-20-29-32-;-2-3-;0;0;0;0;2;281195,2;0;6;21906,6;5;28;1462,1;184;711;106;275;1360;58,6;342;1379;40,6;4123;19222;14,5;7195;31063;10;13970;61825;9,4;22667;102509;6,8;101017;442730;5;195655;881019;4;0;0;3;698,1;90;12,9;134;8,6;1904;1,5;3309;2,3;10445;3,5;15634;10,8;45413;2,1;369573;2,2;KH 270 8685;
20233022;VENDREDI;17/03/2023;3;17/05/2023;37;5;26;15;49;8;11;-5-15-26-37-49-;-8-11-;0;0;0;2;7;103234,9;3;10;16889,3;7;31;1696,9;143;741;130,7;297;1409;72,7;408;1816;39,6;4520;21143;17;7190;33206;12;17349;77603;9,6;23773;112699;8;104696;478919;5,9;258781;1136779;4;1;1561,9;5;249,9;62;25,1;166;9,4;2242;1,7;3393;3;11685;4,2;19315;11,8;48509;2,6;439132;2,5;QJ 547 2111;
20233021;MARDI   ;14/03/2023;2;14/05/2023;26;46;28;31;16;12;11;-16-26-28-31-46-;-11-12-;0;0;0;2;3;176354;2;6;20608,4;7;27;1426,4;113;472;150,3;187;890;84,2;316;1289;40,8;2568;12806;20,5;4502;21120;13,9;13388;59941;9,1;13898;68655;9,6;63778;299524;6,9;194574;853081;3,9;1;1156,9;3;308,5;50;23,1;99;11,6;1316;2,1;2207;3,5;7145;5,1;12008;14;31197;3;294467;2,8;BO 892 9850;
20233020;VENDREDI;10/03/2023;1;10/05/2023;9;16;48;37;38;7;2;-9-16-37-38-48-;-2-7-;0;0;0;0;4;179080,6;1;3;55805,4;9;35;1489,8;142;620;154,9;459;1879;54;290;1395;51,1;7461;29236;12,2;7063;30605;13;14313;64889;11,4;46252;172837;5,1;112287;481535;5,8;221651;993900;4,5;0;0;3;975,2;72;22,5;201;8;3395;1,1;3265;3,3;20267;2,5;35935;6,6;52108;2,5;533941;2,2;JS 582 4093;
20233019;MARDI   ;07/03/2023;3;07/05/2023;50;24;35;13;11;6;11;-11-13-24-35-50-;-6-11-;0;1;144966361;0;5;186010,4;4;11;19760,7;11;52;1302;213;1066;116,9;500;2235;58,9;465;2142;43,2;8004;32721;14,1;10663;44979;11,4;24108;103188;9,3;40424;164414;7;157114;655921;5,5;365717;1519654;3,8;0;0;5;758,1;81;25,9;244;8,6;3628;1,4;4854;2,9;18204;3,6;29284;10,4;70340;2,4;585412;2,6;KL 200 9176;
20233018;VENDREDI;03/03/2023;Super Jackpot et tirages suivants;03/05/2023;24;3;8;50;6;10;11;-3-6-8-24-50-;-10-11-;0;0;0;4;9;150850,4;8;23;13795,9;18;71;1392;447;1574;115,6;721;2768;69,5;1287;4170;32,4;9100;38046;17,7;16995;63197;11,9;48244;175575;7,9;47370;197887;8,5;233011;887391;6;648422;2391851;3,6;1;3350,9;10;268;197;17;326;10,2;4393;1,9;7791;2,8;22571;4,6;36962;13,2;107895;2,5;889964;2,7;VB 581 8468;
